0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.62,0.85,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.5,0.62,0.43
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.62,0.77,0.85,0.62,0.53
0.85,0.44,0.62,0.85,0.42
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.27,0.62,0.15
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.55,0.77,0.62,0.85,0.47
0.2,0.77,0.85,0.85,0.23
0.55,0.77,0.62,0.85,0.47
0.62,0.77,0.85,0.85,0.73
0.85,0.44,0.85,0.62,0.42
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.62,0.85,0.73
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.62,0.85,0.73
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.62,0.85,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.62,0.85,0.73
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.2,0.77,0.85,0.85,0.23
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.68,0.85,0.52
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.62,0.34
0.85,0.77,0.68,0.62,0.58
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.62,0.77,0.85,0.85,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.27,0.85,0.32
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.55,0.77,0.68,0.85,0.52
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.27,0.85,0.32
0.85,0.77,0.62,0.85,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.68,0.62,0.58
0.85,0.77,0.68,0.62,0.58
0.85,0.77,0.85,0.62,0.73
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.5,0.62,0.43
0.85,0.77,0.27,0.62,0.23
0.62,0.77,0.85,0.85,0.73
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.55,0.44,0.68,0.85,0.3
0.55,0.77,0.62,0.85,0.47
0.55,0.44,0.62,0.85,0.27
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.68,0.62,0.58
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.62,0.73
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.62,0.73
0.85,0.77,0.85,0.62,0.73
0.55,0.77,0.85,0.62,0.47
0.55,0.44,0.27,0.85,0.12
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.62,0.77,0.85,0.85,0.73
0.62,0.77,0.85,0.85,0.73
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.62,0.85,0.73
0.85,0.77,0.68,0.62,0.58
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.62,0.85,0.73
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.55,0.77,0.62,0.85,0.47
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.85,0.44,0.85,0.85,0.57
0.85,0.77,0.85,0.85,1.0
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.5,0.62,0.43
0.85,0.77,0.85,0.62,0.73
0.55,0.44,0.62,0.85,0.27
0.55,0.77,0.85,0.62,0.47
0.85,0.77,0.85,0.85,1.0
0.55,0.77,0.68,0.85,0.52
0.55,0.77,0.68,0.85,0.52
0.55,0.77,0.27,0.85,0.21
0.55,0.77,0.62,0.85,0.47
0.85,0.77,0.85,0.85,1.0
